Objects
100
,,Global Angle Headset:Headset,,,,,,Global Angle UWB_anchor:UWB_anchor,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
2105,0,0.240169,-0.362784,-1.321730,1243.023926,1613.121582,1801.860352,-0.026835,0.009509,0.141366,1265.726929,2218.374023,1258.360474
2106,0,0.240148,-0.363146,-1.321424,1242.944580,1613.087891,1801.834106,-0.021927,0.007814,0.149450,1265.819702,2218.430420,1258.272705
2107,0,0.240016,-0.361951,-1.322142,1242.896362,1613.133911,1801.953857,-0.024258,0.009375,0.145203,1265.754639,2218.410400,1258.310913
2108,0,0.240202,-0.363150,-1.321035,1242.732178,1613.085083,1801.857178,-0.022245,0.008581,0.150047,1265.805176,2218.431152,1258.292969
2109,0,0.240336,-0.362904,-1.320784,1242.646729,1613.054443,1801.876709,-0.025526,0.009221,0.146956,1265.785400,2218.413818,1258.265991
2110,0,0.240602,-0.362488,-1.320444,1242.531616,1613.039062,1801.939453,-0.026280,0.007230,0.145220,1265.822388,2218.389893,1258.299316
2111,0,0.240778,-0.362776,-1.320057,1242.419312,1613.024292,1801.974731,-0.024012,0.007403,0.149716,1265.858765,2218.395508,1258.271973
2112,0,0.240754,-0.362764,-1.319607,1242.286133,1612.992676,1801.977905,-0.023801,0.009211,0.144613,1265.757812,2218.424561,1258.302124
2113,0,0.241204,-0.362625,-1.319409,1242.215088,1612.978271,1802.075562,-0.022389,0.009632,0.150905,1265.792725,2218.448975,1258.320312
2114,0,0.241372,-0.362762,-1.319123,1242.138672,1612.930542,1802.131348,-0.024566,0.007646,0.149729,1265.840820,2218.408447,1258.247070
2115,0,0.242956,-0.362128,-1.320193,1242.265137,1613.177246,1802.440552,-0.027339,0.010851,0.144921,1265.755859,2218.409180,1258.404297
2116,0,0.243245,-0.362077,-1.320367,1242.247559,1613.126587,1802.521240,-0.026545,0.007876,0.140267,1265.734619,2218.402344,1258.304565
2117,0,0.243275,-0.362332,-1.320337,1242.228149,1613.049072,1802.556519,-0.026090,0.007691,0.140939,1265.744507,2218.406006,1258.274048
2118,0,0.243596,-0.362559,-1.320649,1242.257324,1613.011475,1802.686768,-0.029512,0.007461,0.138218,1265.736816,2218.373047,1258.290894
2119,0,0.245205,-0.362488,-1.319346,1242.213379,1613.198242,1802.927856,-0.029725,0.006286,0.134525,1265.728271,2218.360840,1258.258179
2120,0,0.245503,-0.362839,-1.319686,1242.268799,1613.177734,1803.063721,-0.028251,0.006296,0.140488,1265.788330,2218.383057,1258.243408
2121,0,0.244165,-0.362744,-1.322278,1242.480103,1612.800415,1802.972900,-0.027426,0.008593,0.136807,1265.701904,2218.410889,1258.318848
2122,0,0.244162,-0.362962,-1.322888,1242.575195,1612.745850,1803.074219,-0.028744,0.008441,0.141689,1265.746460,2218.380127,1258.330688
2123,0,0.244511,-0.361974,-1.324303,1242.793213,1612.737061,1803.304199,-0.025601,0.008063,0.149038,1265.843506,2218.421143,1258.297974
2124,0,0.244394,-0.363674,-1.324323,1242.880859,1612.626465,1803.206177,-0.026359,0.009056,0.145244,1265.780151,2218.418457,1258.270020
2125,0,0.244489,-0.364064,-1.324952,1243.037354,1612.578857,1803.283691,-0.026348,0.009046,0.143811,1265.757812,2218.421631,1258.283813
2126,0,0.246013,-0.364129,-1.323743,1243.080444,1612.787598,1803.520630,-0.027474,0.009217,0.142922,1265.745850,2218.387695,1258.314819
2127,0,0.245777,-0.364604,-1.323683,1243.217163,1612.732422,1803.494507,-0.027141,0.008275,0.146084,1265.789185,2218.379883,1258.276978
2128,0,0.245724,-0.364677,-1.324709,1243.445190,1612.713989,1803.521484,-0.026830,0.008183,0.144002,1265.777100,2218.418213,1258.273071
2129,0,0.245132,-0.365539,-1.324971,1243.656372,1612.622559,1803.375122,-0.022774,0.008247,0.155766,1265.878052,2218.409668,1258.231812
2130,0,0.243973,-0.365420,-1.326648,1243.951294,1612.320312,1803.238525,-0.025070,0.008739,0.150838,1265.821777,2218.419678,1258.258667
2131,0,0.243925,-0.365797,-1.327314,1244.202148,1612.303101,1803.253296,-0.024711,0.009798,0.152834,1265.824097,2218.411377,1258.320312
2132,0,0.242284,-0.366448,-1.326242,1244.233032,1611.992065,1802.982422,-0.028496,0.004661,0.146145,1265.883667,2218.299072,1258.207886
2133,0,0.243251,-0.364416,-1.328879,1244.665161,1612.271729,1803.125122,-0.028562,0.008115,0.139475,1265.740356,2218.406738,1258.285889
2134,0,0.243974,-0.364955,-1.327717,1244.886963,1612.361450,1803.279907,-0.028339,0.007144,0.142198,1265.807739,2218.405029,1258.285400
2135,0,0.241853,-0.366202,-1.326420,1244.980957,1611.999146,1802.876221,-0.025583,0.009407,0.150864,1265.816650,2218.378662,1258.284424
2136,0,0.242475,-0.365617,-1.325370,1245.168701,1612.226318,1803.022095,-0.028831,0.011093,0.140071,1265.683594,2218.393799,1258.346802
2137,0,0.242963,-0.365203,-1.326864,1245.568359,1612.077026,1802.995361,-0.031536,0.008143,0.132244,1265.662842,2218.389648,1258.328369
2138,0,0.241478,-0.365070,-1.327131,1245.873291,1612.099121,1802.936157,-0.027965,0.008166,0.140766,1265.744873,2218.393066,1258.308960
2139,0,0.241386,-0.365757,-1.326210,1246.241821,1612.077026,1802.893555,-0.026538,0.009810,0.143254,1265.737549,2218.435547,1258.339600
2140,0,0.241603,-0.366368,-1.324325,1246.463745,1612.309692,1802.907593,-0.026480,0.008049,0.138766,1265.733765,2218.422119,1258.292847
2141,0,0.240450,-0.365322,-1.326339,1246.910156,1612.097290,1802.825317,-0.024703,0.008624,0.147260,1265.791748,2218.429688,1258.267700
2142,0,0.240060,-0.364690,-1.326676,1247.196777,1612.152832,1802.821411,-0.030140,0.010805,0.138315,1265.681885,2218.361328,1258.355957
2143,0,0.239758,-0.363876,-1.326915,1247.536621,1612.140625,1802.836060,-0.029066,0.009043,0.141087,1265.734863,2218.368896,1258.310669
2144,0,0.239594,-0.363887,-1.326839,1247.885864,1612.155029,1802.832764,-0.022247,0.007230,0.152411,1265.874390,2218.399170,1258.244751
2145,0,0.239369,-0.364675,-1.326267,1248.224487,1612.103271,1802.714600,-0.025332,0.008323,0.144859,1265.782104,2218.409912,1258.266235
2146,0,0.239633,-0.364104,-1.326629,1248.601929,1612.080444,1802.809204,-0.023609,0.011603,0.149763,1265.752075,2218.448730,1258.366211
2147,0,0.240065,-0.363103,-1.327529,1248.968750,1612.145874,1803.006958,-0.029059,0.009340,0.139749,1265.734497,2218.376709,1258.383179
2148,0,0.240162,-0.362165,-1.327886,1249.281738,1612.143188,1803.091797,-0.031537,0.006984,0.136535,1265.742920,2218.354980,1258.294067
2149,0,0.240245,-0.362208,-1.327978,1249.658569,1612.149048,1803.088745,-0.024387,0.008559,0.140605,1265.733765,2218.429688,1258.291016
2150,0,0.241231,-0.361869,-1.327700,1250.027710,1612.129639,1803.118774,-0.026838,0.007190,0.139745,1265.754028,2218.413330,1258.270630
2151,0,0.241040,-0.361570,-1.327958,1250.392456,1612.133667,1803.133667,-0.023956,0.006131,0.151822,1265.875732,2218.374756,1258.198486
2152,0,0.240798,-0.361254,-1.328355,1250.762085,1612.150757,1803.140137,-0.026861,0.009619,0.147544,1265.796265,2218.380615,1258.268921
2153,0,0.239227,-0.361071,-1.328551,1251.102051,1612.139038,1803.068604,-0.029345,0.009527,0.138987,1265.714844,2218.399902,1258.337524
2154,0,0.239221,-0.359322,-1.328808,1251.417358,1612.275391,1803.065063,-0.027039,0.009608,0.142624,1265.741211,2218.429199,1258.337036
2155,0,0.238980,-0.359064,-1.329083,1251.795410,1612.293457,1803.027710,-0.030089,0.008485,0.133987,1265.694092,2218.411377,1258.320923
2156,0,0.239409,-0.360778,-1.327802,1252.128662,1612.390991,1803.068848,-0.028354,0.007778,0.140535,1265.740112,2218.401123,1258.272827
2157,0,0.239236,-0.360795,-1.327818,1252.489990,1612.423706,1803.024414,-0.023592,0.007256,0.151374,1265.857788,2218.404297,1258.292725
2158,0,0.238821,-0.360781,-1.327867,1252.795410,1612.490234,1802.950928,-0.021929,0.010621,0.154705,1265.816895,2218.448242,1258.293579
2159,0,0.239258,-0.361327,-1.329031,1253.263306,1612.304565,1802.790771,-0.027286,0.010306,0.143455,1265.726440,2218.398682,1258.315674
2160,0,0.237704,-0.361121,-1.329159,1253.536377,1612.379272,1802.683350,-0.027061,0.007997,0.140164,1265.745850,2218.423096,1258.282104
2161,0,0.237403,-0.360511,-1.329274,1253.817383,1612.526245,1802.722778,-0.025426,0.007335,0.145065,1265.801636,2218.403564,1258.256348
2162,0,0.237202,-0.360422,-1.329215,1254.109009,1612.604614,1802.693604,-0.027547,0.009740,0.140538,1265.728149,2218.412842,1258.317383
2163,0,0.239374,-0.359245,-1.330153,1254.484985,1612.664062,1802.692383,-0.029080,0.006779,0.135308,1265.725464,2218.365723,1258.300903
2164,0,0.237741,-0.360421,-1.329201,1254.726807,1612.790527,1802.645386,-0.024676,0.006244,0.146716,1265.832886,2218.378418,1258.237183
2165,0,0.237560,-0.360375,-1.329817,1255.082153,1612.859863,1802.547363,-0.028155,0.009503,0.142110,1265.747192,2218.400391,1258.276245
2166,0,0.237508,-0.360637,-1.328792,1255.267700,1613.026001,1802.568359,-0.024106,0.007765,0.150975,1265.824097,2218.417480,1258.256348
2167,0,0.236020,-0.360591,-1.328702,1255.500732,1613.150635,1802.522827,-0.026709,0.006882,0.148863,1265.889282,2218.380127,1258.224976
2168,0,0.235818,-0.361145,-1.328383,1255.774780,1613.238770,1802.504150,-0.023995,0.005933,0.158458,1265.984741,2218.354980,1258.198364
2169,0,0.234667,-0.361380,-1.327223,1255.933228,1613.341064,1802.402344,-0.025154,0.010856,0.153669,1265.831299,2218.421631,1258.270142
2170,0,0.235845,-0.361747,-1.327402,1256.219727,1613.491943,1802.486938,-0.021900,0.008160,0.152477,1265.844238,2218.444580,1258.278076
2171,0,0.235436,-0.362442,-1.327319,1256.434692,1613.616699,1802.441650,-0.029637,0.007932,0.138465,1265.738770,2218.385498,1258.328735
2172,0,0.235593,-0.362608,-1.326688,1256.649292,1613.713989,1802.493408,-0.030734,0.006253,0.129621,1265.673706,2218.390137,1258.289795
2173,0,0.235315,-0.364175,-1.326248,1256.910645,1613.762817,1802.382080,-0.027325,0.008592,0.141234,1265.728760,2218.401611,1258.321289
2174,0,0.235844,-0.364303,-1.325743,1257.112671,1613.864502,1802.438477,-0.029472,0.007484,0.132008,1265.674805,2218.387695,1258.319092
2175,0,0.235761,-0.365044,-1.325506,1257.372559,1613.938843,1802.423462,-0.028190,0.006932,0.135812,1265.724121,2218.397217,1258.262573
2176,0,0.235841,-0.364242,-1.326214,1257.584595,1614.111938,1802.578369,-0.027960,-0.001950,0.146327,1266.095581,2217.791260,1258.298706
2177,0,0.238357,-0.364725,-1.326839,1258.031860,1614.570557,1802.940674,-0.023326,0.008576,0.152837,1265.839600,2218.433105,1258.248047
2178,0,0.239337,-0.363934,-1.326837,1258.219604,1614.600830,1802.999390,-0.023089,0.010151,0.152942,1265.836304,2218.443604,1258.334229
2179,0,0.239558,-0.364222,-1.327043,1258.439697,1614.642212,1803.050903,-0.025167,0.009816,0.147665,1265.771362,2218.430176,1258.299194
2180,0,0.239642,-0.363868,-1.326901,1258.747681,1614.581421,1803.018066,-0.028872,0.007128,0.136454,1265.750244,2218.378418,1258.297485
2181,0,0.237934,-0.366284,-1.325319,1258.919434,1614.178833,1802.707275,-0.025339,0.007139,0.147217,1265.831055,2218.414551,1258.271973
2182,0,0.239823,-0.362916,-1.327964,1259.213989,1614.639893,1803.039795,-0.028690,0.007592,0.138856,1265.741821,2218.422852,1258.239868
2183,0,0.237804,-0.363775,-1.326874,1259.286255,1614.235229,1802.744263,-0.027078,0.005732,0.143915,1265.816162,2218.368652,1258.221558
2184,0,0.237819,-0.365223,-1.325188,1259.524292,1614.247681,1802.788330,-0.025244,0.006717,0.154471,1265.891357,2218.341309,1258.238770
2185,0,0.237222,-0.364426,-1.326691,1259.911011,1614.169678,1802.744873,-0.029114,0.009974,0.144098,1265.750488,2218.357178,1258.318848
2186,0,0.239143,-0.366374,-1.325787,1260.324585,1614.093140,1802.795898,-0.026282,0.007424,0.147333,1265.846802,2218.408936,1258.263550
2187,0,0.239228,-0.365113,-1.326442,1260.503418,1614.194214,1802.851196,-0.021240,0.010232,0.155379,1265.835449,2218.487305,1258.330444
2188,0,0.237961,-0.365127,-1.326670,1260.972046,1613.996460,1802.748291,-0.023292,0.008885,0.153278,1265.867798,2218.440918,1258.276855
2189,0,0.237512,-0.364034,-1.325477,1261.063232,1614.206665,1802.743652,-0.022462,0.010226,0.158105,1265.854614,2218.403809,1258.307373
2190,0,0.237447,-0.364006,-1.325760,1261.464966,1614.062012,1802.620117,-0.022818,0.008344,0.152144,1265.843262,2218.413330,1258.237305
2191,0,0.238052,-0.364219,-1.327405,1261.865479,1613.950806,1802.612305,-0.025450,0.006818,0.145035,1265.819214,2218.419434,1258.261597
2192,0,0.237935,-0.363585,-1.327586,1262.180420,1613.905640,1802.543213,-0.028274,0.007127,0.140823,1265.775024,2218.440674,1258.277710
2193,0,0.237599,-0.362148,-1.328115,1262.456909,1613.937134,1802.608643,-0.028917,0.007307,0.137278,1265.725342,2218.396484,1258.263794
2194,0,0.237815,-0.360183,-1.329311,1262.814209,1613.875366,1802.523560,-0.026700,0.008139,0.139670,1265.733765,2218.385254,1258.319458
2195,0,0.240251,-0.361042,-1.327789,1263.142578,1613.898071,1802.588013,-0.029970,0.006654,0.134255,1265.709106,2218.399658,1258.276611
2196,0,0.238437,-0.360861,-1.327576,1263.387573,1613.906982,1802.481567,-0.030692,0.008035,0.131005,1265.677490,2218.403320,1258.355103
2197,0,0.238341,-0.360063,-1.327025,1263.649658,1613.927368,1802.426270,-0.027056,0.008514,0.142185,1265.771973,2218.410400,1258.297974
2198,0,0.236059,-0.359228,-1.326136,1263.851562,1613.945435,1802.274170,-0.024280,0.009412,0.152489,1265.805664,2218.415283,1258.287109
2199,0,0.237443,-0.359147,-1.324031,1264.003662,1614.186279,1802.340454,-0.021907,0.008115,0.156053,1265.870972,2218.402100,1258.260254
2200,0,0.237348,-0.359317,-1.323288,1264.279541,1614.159180,1802.195312,-0.027532,0.008031,0.145462,1265.787598,2218.387939,1258.249390
2201,0,0.236281,-0.357658,-1.325207,1264.626587,1614.046753,1802.174072,-0.027629,0.007726,0.144269,1265.820801,2218.409912,1258.294556
2202,0,0.236049,-0.357419,-1.324861,1264.881958,1614.114136,1802.118286,-0.029778,0.006754,0.135937,1265.732666,2218.405518,1258.324341
2203,0,0.236546,-0.357135,-1.322266,1264.961426,1614.330078,1802.108398,-0.026871,0.008051,0.141895,1265.747681,2218.417969,1258.293457
2204,0,0.235723,-0.356137,-1.323931,1265.296265,1614.173584,1802.025269,-0.026986,0.008626,0.147065,1265.810303,2218.392334,1258.325317
2205,0,0.235356,-0.355934,-1.322935,1265.487427,1614.184204,1801.937134,-0.028339,0.007986,0.142624,1265.763550,2218.378662,1258.285156
2206,0,0.234914,-0.355374,-1.322730,1265.679810,1614.227173,1801.872681,-0.029739,0.007976,0.141595,1265.767700,2218.377197,1258.260986
2207,0,0.234491,-0.356084,-1.321988,1265.901733,1614.215942,1801.708374,-0.030352,0.006651,0.136736,1265.765137,2218.402344,1258.286865
2208,0,0.234105,-0.355635,-1.321870,1266.073242,1614.258789,1801.663574,-0.030228,0.007519,0.137764,1265.736084,2218.390381,1258.285889
2209,0,0.232860,-0.355562,-1.321282,1266.240967,1614.285278,1801.592041,-0.024243,0.009688,0.148458,1265.765625,2218.413574,1258.345703
2210,0,0.234885,-0.355936,-1.321201,1266.456665,1614.324463,1801.616943,-0.024735,0.008488,0.152571,1265.851807,2218.391602,1258.262695
2211,0,0.234752,-0.356875,-1.320177,1266.665039,1614.347656,1801.553711,-0.026862,0.007837,0.146716,1265.799927,2218.407227,1258.267334
2212,0,0.234225,-0.356320,-1.320593,1266.773926,1614.430908,1801.495728,-0.029083,0.006610,0.138655,1265.776123,2218.399170,1258.265015
2213,0,0.234287,-0.357351,-1.319545,1266.970337,1614.446899,1801.458496,-0.030675,0.007412,0.135930,1265.739502,2218.398438,1258.300415
2214,0,0.231478,-0.356629,-1.319533,1267.031982,1614.512939,1801.363647,-0.027761,0.008414,0.141139,1265.745117,2218.416504,1258.287354
2215,0,0.231414,-0.356910,-1.319182,1267.184937,1614.532104,1801.332275,-0.026628,0.009821,0.147624,1265.813477,2218.403320,1258.326660
2216,0,0.231191,-0.356769,-1.319102,1267.304199,1614.556885,1801.297363,-0.026062,0.008632,0.146227,1265.791870,2218.416260,1258.274902
2217,0,0.232276,-0.357338,-1.319046,1267.464355,1614.607300,1801.354614,-0.028948,0.008436,0.137506,1265.709961,2218.403809,1258.323730
2218,0,0.232296,-0.356404,-1.319818,1267.661377,1614.574341,1801.388672,-0.027840,0.009060,0.143650,1265.765869,2218.413574,1258.292114
2219,0,0.232103,-0.356899,-1.319654,1267.816772,1614.554565,1801.363037,-0.025864,0.008019,0.146125,1265.803589,2218.395020,1258.264771
2220,0,0.232230,-0.356988,-1.319102,1267.899414,1614.625732,1801.426392,-0.028190,0.008736,0.143818,1265.773438,2218.381592,1258.291260
2221,0,0.231285,-0.356934,-1.318812,1268.028809,1614.589600,1801.367188,-0.029152,0.007889,0.136747,1265.718262,2218.406738,1258.293335
2222,0,0.231786,-0.356687,-1.319282,1268.190918,1614.605591,1801.396240,-0.028238,0.007859,0.141860,1265.761108,2218.405273,1258.278198
2223,0,0.231690,-0.356981,-1.319211,1268.354980,1614.598267,1801.392456,-0.025329,0.006859,0.146574,1265.801880,2218.419434,1258.265381
2224,0,0.231229,-0.356730,-1.319782,1268.615356,1614.482910,1801.318604,-0.022190,0.008627,0.156316,1265.897705,2218.433838,1258.243286
2225,0,0.230974,-0.356982,-1.319374,1268.691650,1614.534058,1801.321167,-0.022472,0.006130,0.160854,1265.986938,2218.384033,1258.224365
2226,0,0.230704,-0.357012,-1.319472,1268.852173,1614.550049,1801.283936,-0.024574,0.008530,0.149351,1265.826172,2218.418701,1258.287109
2227,0,0.230018,-0.356605,-1.319661,1268.976318,1614.501465,1801.195190,-0.028841,0.008407,0.140694,1265.751343,2218.393311,1258.264893
2228,0,0.229656,-0.356569,-1.319854,1269.142456,1614.492188,1801.132690,-0.031722,0.008585,0.131504,1265.663696,2218.392578,1258.341797
2229,0,0.229283,-0.356572,-1.319720,1269.255371,1614.461914,1801.082886,-0.028965,0.008389,0.138429,1265.731445,2218.404541,1258.290161
2230,0,0.229812,-0.357083,-1.317719,1269.243408,1614.687988,1801.131348,-0.026208,0.005850,0.149018,1265.884155,2218.320801,1258.245117
2231,0,0.229854,-0.356915,-1.317051,1269.312866,1614.667114,1801.084839,-0.029803,0.009479,0.140759,1265.745972,2218.367432,1258.310913
2232,0,0.229378,-0.357373,-1.316839,1269.391724,1614.596069,1800.915649,-0.029804,0.009212,0.137458,1265.712769,2218.403076,1258.303833
2233,0,0.229074,-0.356951,-1.316528,1269.442749,1614.613525,1800.886597,-0.028444,0.005932,0.135721,1265.763428,2218.403076,1258.275024
2234,0,0.229117,-0.355974,-1.316062,1269.466187,1614.636353,1800.902100,-0.027719,0.007861,0.144336,1265.812500,2218.407715,1258.279541
2235,0,0.228590,-0.356664,-1.315143,1269.479370,1614.581299,1800.754150,-0.027025,0.007082,0.141066,1265.775513,2218.400146,1258.250244
2236,0,0.227120,-0.354115,-1.318227,1269.618896,1614.292603,1800.613647,-0.024983,0.008347,0.151010,1265.823486,2218.390625,1258.281494
2237,0,0.228458,-0.355598,-1.314584,1269.488037,1614.554321,1800.723999,-0.026937,0.008107,0.139897,1265.736694,2218.400635,1258.292603
2238,0,0.229211,-0.354283,-1.317836,1269.847900,1614.678589,1800.885620,-0.028517,0.006715,0.142171,1265.822510,2218.395264,1258.247437
2239,0,0.229586,-0.353311,-1.318034,1269.845093,1614.764282,1801.022949,-0.025530,0.008489,0.146096,1265.813110,2218.433105,1258.293335
2240,0,0.229081,-0.353729,-1.317209,1269.784790,1614.656250,1800.840698,-0.030917,0.003106,0.133567,1265.797363,2218.301025,1258.177856
2241,0,0.229200,-0.353654,-1.316952,1269.776611,1614.601196,1800.857056,-0.030219,0.007787,0.129844,1265.662842,2218.400635,1258.303711
2242,0,0.229710,-0.352823,-1.317019,1269.723877,1614.656982,1800.988037,-0.026829,0.010356,0.141362,1265.691406,2218.412842,1258.364868
2243,0,0.228751,-0.351392,-1.317932,1269.692749,1614.523438,1800.849487,-0.026289,0.007574,0.147561,1265.828247,2218.398193,1258.228760
2244,0,0.228920,-0.351067,-1.317919,1269.664062,1614.509277,1800.851074,-0.027156,0.010023,0.141600,1265.704590,2218.420166,1258.357544
2245,0,0.229705,-0.352501,-1.316670,1269.618774,1614.543213,1800.959229,-0.031644,0.008815,0.133215,1265.663208,2218.387695,1258.352661
2246,0,0.229424,-0.352441,-1.316552,1269.554199,1614.495850,1800.958862,-0.028886,0.008095,0.136296,1265.747559,2218.427734,1258.308105
2247,0,0.229408,-0.352680,-1.316577,1269.532715,1614.410034,1800.935791,-0.027968,0.008016,0.135876,1265.715576,2218.420898,1258.374634
2248,0,0.229347,-0.352790,-1.316396,1269.445557,1614.362793,1800.915649,-0.028832,0.008128,0.136615,1265.737549,2218.417480,1258.308472
2249,0,0.229522,-0.352488,-1.316675,1269.387329,1614.333130,1800.940430,-0.023606,0.006594,0.148411,1265.836182,2218.413574,1258.276001
2250,0,0.229866,-0.352348,-1.316994,1269.405273,1614.242432,1800.869995,-0.028147,0.008615,0.143157,1265.769287,2218.394287,1258.244629
2251,0,0.230268,-0.353091,-1.316316,1269.270508,1614.245850,1800.960815,-0.023904,0.008334,0.148300,1265.807251,2218.424072,1258.254517
2252,0,0.230536,-0.352942,-1.316611,1269.192993,1614.188599,1801.004272,-0.025855,0.007799,0.142974,1265.771484,2218.407471,1258.275757
2253,0,0.227695,-0.354301,-1.314585,1268.828979,1613.695190,1800.637573,-0.025379,0.006405,0.147939,1265.864624,2218.413330,1258.241455
2254,0,0.228410,-0.354901,-1.312374,1268.616699,1613.822998,1800.684082,-0.022241,0.008142,0.153622,1265.877808,2218.461670,1258.294922
2255,0,0.226768,-0.354210,-1.314293,1268.622314,1613.519165,1800.597778,-0.026459,0.007815,0.145313,1265.820312,2218.414307,1258.265015
2256,0,0.226942,-0.354131,-1.314310,1268.498291,1613.477783,1800.639771,-0.026901,0.008284,0.141052,1265.770142,2218.415283,1258.318848
2257,0,0.228317,-0.354034,-1.314890,1268.432861,1613.428345,1800.737305,-0.030912,0.010485,0.136425,1265.698364,2218.368408,1258.370605
2258,0,0.228450,-0.354238,-1.314771,1268.332153,1613.363281,1800.733154,-0.023810,0.005420,0.152021,1265.912354,2218.340332,1258.185059
2259,0,0.229562,-0.355033,-1.312550,1268.115234,1613.534546,1800.820068,-0.028544,0.009375,0.138612,1265.721436,2218.392090,1258.341675
2260,0,0.228847,-0.354629,-1.314963,1268.120483,1613.257446,1800.785034,-0.024290,0.008502,0.149693,1265.830444,2218.426758,1258.308350
2261,0,0.229714,-0.355137,-1.313230,1267.899170,1613.437866,1800.893066,-0.024096,0.009764,0.150981,1265.834473,2218.453125,1258.332520
2262,0,0.230269,-0.355277,-1.313432,1267.796265,1613.395874,1800.961548,-0.026692,0.008307,0.145231,1265.811523,2218.392334,1258.316895
2263,0,0.230226,-0.355292,-1.313007,1267.664551,1613.326660,1800.945801,-0.026818,0.009520,0.143335,1265.775513,2218.407227,1258.345581
2264,0,0.230199,-0.355233,-1.313631,1267.536865,1613.290649,1800.941528,-0.022734,0.009451,0.151996,1265.848755,2218.447021,1258.289185
2265,0,0.230426,-0.355435,-1.313553,1267.431274,1613.251221,1800.949585,-0.021791,0.005848,0.155326,1265.953613,2218.390869,1258.194092
2266,0,0.230585,-0.355292,-1.313231,1267.271606,1613.207520,1800.972046,-0.028493,0.008564,0.142215,1265.773193,2218.338379,1258.321289
2267,0,0.229787,-0.354087,-1.314566,1267.168701,1613.015381,1800.821899,-0.027802,0.006978,0.146054,1265.856567,2218.362793,1258.273560
2268,0,0.229676,-0.354805,-1.315481,1267.125977,1612.925781,1800.918823,-0.027454,0.005937,0.145186,1265.851318,2218.364990,1258.254883
2269,0,0.229517,-0.354084,-1.316343,1267.021240,1612.867554,1800.904053,-0.024047,0.006889,0.148380,1265.859131,2218.418701,1258.241577
2270,0,0.230903,-0.354809,-1.316344,1266.928467,1612.814453,1800.875000,-0.026559,0.007644,0.150551,1265.895996,2218.363525,1258.252686
2271,0,0.231326,-0.356075,-1.314695,1266.759766,1612.816772,1800.927490,-0.029201,0.008425,0.141040,1265.783081,2218.378662,1258.300659
2272,0,0.231348,-0.355617,-1.314692,1266.586670,1612.824951,1800.956055,-0.025610,0.006015,0.144691,1265.868530,2218.390137,1258.267456
2273,0,0.231601,-0.356157,-1.314457,1266.457153,1612.798828,1800.957764,-0.027772,0.009619,0.146241,1265.801758,2218.385010,1258.312622
2274,0,0.231717,-0.355685,-1.314394,1266.279297,1612.801758,1800.978149,-0.030737,0.008766,0.137856,1265.748047,2218.369629,1258.345215
2275,0,0.231848,-0.354950,-1.314563,1266.122070,1612.875122,1801.085083,-0.027138,0.005780,0.142201,1265.817505,2218.386719,1258.304932
2276,0,0.232163,-0.355314,-1.308928,1264.971558,1612.575806,1800.715088,-0.029283,0.006992,0.136426,1265.753296,2218.409180,1258.317749
2277,0,0.230689,-0.355654,-1.313791,1265.843018,1612.805664,1800.955811,-0.024308,0.008780,0.148396,1265.813965,2218.408936,1258.340210
2278,0,0.230706,-0.354744,-1.314143,1265.665161,1612.859497,1801.049683,-0.024660,0.006878,0.153415,1265.912109,2218.352539,1258.294189
2279,0,0.230711,-0.354592,-1.314087,1265.520630,1612.890137,1801.043945,-0.025077,0.010765,0.152716,1265.838013,2218.410645,1258.349976
2280,0,0.230802,-0.355592,-1.313291,1265.454834,1612.873169,1801.013550,-0.023798,0.007547,0.145987,1265.836426,2218.426025,1258.261475
2281,0,0.230543,-0.355707,-1.313010,1265.296387,1612.877441,1800.944702,-0.027095,0.009022,0.142526,1265.765991,2218.429443,1258.339478
2282,0,0.229456,-0.355311,-1.312519,1265.144287,1612.866943,1800.895386,-0.029813,0.007682,0.139950,1265.805786,2218.371338,1258.324341
2283,0,0.230106,-0.354394,-1.313533,1264.920776,1612.949463,1800.918945,-0.028477,0.008349,0.143435,1265.798828,2218.390137,1258.312134
2284,0,0.230168,-0.354578,-1.313250,1264.766479,1612.986572,1800.893311,-0.030084,0.006921,0.133636,1265.736450,2218.361328,1258.341797
2285,0,0.229120,-0.354615,-1.312608,1264.607300,1612.988037,1800.809204,-0.029099,0.007051,0.137939,1265.764404,2218.415771,1258.317871
2286,0,0.229980,-0.354665,-1.312751,1264.468140,1613.045410,1800.837769,-0.023811,0.007530,0.149061,1265.845337,2218.433350,1258.296021
2287,0,0.229852,-0.354521,-1.312488,1264.284790,1613.054688,1800.826538,-0.028986,0.008226,0.144345,1265.816162,2218.373535,1258.284668
2288,0,0.229750,-0.354416,-1.312352,1264.121338,1613.073853,1800.797485,-0.025722,0.008199,0.143459,1265.795044,2218.391846,1258.320679
2289,0,0.229628,-0.354452,-1.312160,1263.970825,1613.088867,1800.764648,-0.025802,0.010956,0.148973,1265.787720,2218.404541,1258.367065
2290,0,0.229765,-0.354126,-1.312158,1263.810425,1613.128662,1800.793945,-0.022802,0.010362,0.159759,1265.907227,2218.397461,1258.295898
2291,0,0.230070,-0.353966,-1.312005,1263.680664,1613.161499,1800.816528,-0.024789,0.009243,0.151084,1265.862915,2218.398682,1258.294678
