Objects
100
,,Global Angle Headset:Headset,,,,,,Global Angle UWB_anchor:UWB_anchor,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
979,0,0.443408,0.226684,1.903411,1262.648682,1323.634277,1794.374512,0.084241,3.105123,-0.291587,1275.814575,2224.363037,1308.326050
980,0,0.442955,0.227246,1.903585,1262.977539,1323.528931,1794.412476,0.070840,3.104372,-0.287025,1275.824341,2224.287354,1308.293457
981,0,0.445009,0.229284,1.903150,1262.911377,1323.536743,1794.554565,0.081908,3.104877,-0.289369,1275.799072,2224.311768,1308.314331
982,0,0.444478,0.230896,1.902844,1263.200439,1323.310669,1794.655273,0.072763,3.106248,-0.287997,1275.886841,2224.312256,1308.286011
983,0,0.446138,0.230413,1.902853,1263.374146,1323.487305,1794.666992,0.074183,3.105170,-0.288517,1275.903564,2224.309326,1308.272949
984,0,0.446521,0.230765,1.902311,1263.552734,1323.470215,1794.726562,0.079774,3.107198,-0.289782,1275.937012,2224.309570,1308.279541
985,0,0.447247,0.232011,1.902270,1263.782959,1323.458618,1794.914429,0.080915,3.108318,-0.290805,1275.974731,2224.351807,1308.297729
986,0,0.448723,0.232435,1.901249,1263.751465,1323.486572,1794.935669,0.087109,3.107363,-0.292515,1275.950439,2224.340820,1308.285522
987,0,0.450355,0.232652,1.900911,1263.833618,1323.497803,1794.888184,0.080303,3.106664,-0.290766,1275.983154,2224.334229,1308.297363
988,0,0.450740,0.233710,1.901200,1264.085205,1323.488159,1795.066406,0.089790,3.107873,-0.291929,1275.952026,2224.324463,1308.315918
989,0,0.456808,0.234515,1.897310,1263.536011,1324.027344,1795.354980,0.079464,3.107844,-0.290923,1276.012817,2224.352783,1308.316040
990,0,0.460768,0.234997,1.896337,1263.370972,1324.226807,1795.381348,0.060074,3.110134,-0.285905,1276.100952,2224.333984,1308.267334
991,0,0.459203,0.236295,1.896468,1263.655273,1324.139893,1795.673462,0.067272,3.110307,-0.287532,1276.143188,2224.302490,1308.251953
992,0,0.457806,0.235725,1.896891,1263.858765,1324.035889,1795.542603,0.084945,3.108693,-0.292663,1276.079956,2224.344482,1308.279907
993,0,0.457830,0.236101,1.896734,1263.954468,1323.978271,1795.586670,0.095350,3.108172,-0.296111,1276.003052,2224.368164,1308.270020
994,0,0.459196,0.236206,1.896239,1263.935791,1323.960449,1795.535034,0.103026,3.107004,-0.299141,1275.973999,2224.386475,1308.283813
995,0,0.458385,0.236985,1.896315,1264.041748,1323.878174,1795.700195,0.105269,3.109051,-0.297822,1276.016846,2224.382568,1308.282104
996,0,0.459008,0.236944,1.896628,1264.088013,1323.862061,1795.722168,0.097365,3.108381,-0.296697,1276.027344,2224.364746,1308.277832
997,0,0.459331,0.237013,1.896294,1264.065796,1323.800293,1795.773193,0.112523,3.106106,-0.307180,1275.981812,2224.609863,1308.520752
998,0,0.460013,0.236575,1.895871,1264.002197,1323.743774,1795.682739,0.129274,3.105582,-0.304416,1275.875488,2224.373291,1308.318726
999,0,0.460289,0.236416,1.895732,1263.915649,1323.731201,1795.688110,0.144955,3.106730,-0.315013,1275.987671,2224.638916,1308.587769
1000,0,0.460151,0.236712,1.895863,1263.873535,1323.671875,1795.725464,0.170278,3.104452,-0.320537,1275.881470,2224.625732,1308.636841
1001,0,0.459897,0.236791,1.895775,1263.864380,1323.637085,1795.819824,0.169556,3.109885,-0.317412,1276.110229,2224.689941,1308.871582
1002,0,0.459853,0.236391,1.896258,1263.785889,1323.572388,1795.759888,0.180680,3.108962,-0.320295,1276.034912,2224.693848,1308.880981
1003,0,0.459916,0.236231,1.896186,1263.739868,1323.467529,1795.799683,0.158943,3.110657,-0.315836,1276.113892,2224.694580,1308.871582
1004,0,0.460405,0.235682,1.896207,1263.552490,1323.448364,1795.697510,0.159057,3.111404,-0.314618,1276.160522,2224.654297,1308.832520
1005,0,0.460518,0.235369,1.896489,1263.457520,1323.341309,1795.657471,0.176336,3.110935,-0.317848,1276.102173,2224.642578,1308.870972
1006,0,0.460662,0.235255,1.896509,1263.274414,1323.334473,1795.676880,0.188609,3.103681,-0.325609,1275.816528,2224.660400,1308.640625
1007,0,0.462140,0.236191,1.896110,1263.037109,1323.372803,1795.914673,0.189227,3.101930,-0.323830,1275.717529,2224.629883,1308.635132
1008,0,0.461024,0.236040,1.896477,1262.962402,1323.329590,1795.975952,0.168656,3.102965,-0.319871,1275.763428,2224.609863,1308.603271
1009,0,0.458310,0.235372,1.897729,1263.065674,1323.073853,1795.848633,0.126846,3.105397,-0.303274,1275.824463,2224.343262,1308.329468
1010,0,0.457760,0.234127,1.897976,1262.922241,1322.976929,1795.636353,0.105264,3.106800,-0.298020,1275.952393,2224.361328,1308.320923
1011,0,0.450527,0.234565,1.901885,1263.520020,1322.136475,1795.434448,0.090043,3.106091,-0.293636,1275.932861,2224.305908,1308.266846
1012,0,0.448842,0.237768,1.899883,1263.100586,1321.479370,1795.673828,0.100398,3.106339,-0.295979,1275.929688,2224.362793,1308.320312
1013,0,0.448407,0.235872,1.901249,1263.088745,1321.510742,1795.546997,0.109710,3.105977,-0.298403,1275.915039,2224.364014,1308.335571
1014,0,0.446977,0.235303,1.901767,1263.086548,1321.361450,1795.560425,0.094984,3.105535,-0.294154,1275.922485,2224.328613,1308.317139
1015,0,0.448997,0.230278,1.903916,1263.126953,1321.873291,1795.023438,0.085965,3.107073,-0.291894,1275.982178,2224.319336,1308.307739
1016,0,0.447582,0.230062,1.904439,1263.112671,1321.692261,1795.037354,0.094978,3.109967,-0.294164,1276.023926,2224.336426,1308.320435
1017,0,0.448212,0.229486,1.904231,1262.883301,1321.619141,1794.903809,0.093023,3.108531,-0.293123,1275.973999,2224.330811,1308.320923
1018,0,0.448207,0.228476,1.904642,1262.815430,1321.557739,1794.799194,0.078543,3.107397,-0.291462,1275.999023,2224.333984,1308.271851
1019,0,0.447756,0.228139,1.905218,1262.773682,1321.429932,1794.740112,0.085323,3.108393,-0.292369,1276.032837,2224.338867,1308.302856
1020,0,0.448574,0.227643,1.905649,1262.671143,1321.384644,1794.678223,0.089061,3.107641,-0.293212,1275.980835,2224.340332,1308.300049
1021,0,0.448048,0.226650,1.905698,1262.613647,1321.262573,1794.498047,0.099412,3.106432,-0.295466,1275.901245,2224.358154,1308.350830
1022,0,0.448335,0.226327,1.906084,1262.593384,1321.184692,1794.408447,0.080245,3.107692,-0.289400,1276.003906,2224.291260,1308.297241
1023,0,0.448162,0.225628,1.906607,1262.581543,1321.109375,1794.322632,0.085881,3.107330,-0.290674,1275.987549,2224.314209,1308.317139
1024,0,0.449392,0.225663,1.906553,1262.454956,1321.069702,1794.324951,0.086333,3.108973,-0.290481,1276.017334,2224.301025,1308.302979
1025,0,0.449948,0.224497,1.906444,1262.427246,1321.114868,1794.262207,0.078625,3.106829,-0.290102,1275.967163,2224.314209,1308.271973
1026,0,0.449788,0.224170,1.906604,1262.425049,1321.037964,1794.272461,0.072803,3.107137,-0.288285,1276.012451,2224.326416,1308.303467
1027,0,0.450173,0.224448,1.906490,1262.369995,1320.948730,1794.294189,0.086709,3.108051,-0.291654,1275.963867,2224.333740,1308.344238
1028,0,0.450392,0.223730,1.906884,1262.392822,1320.937622,1794.251953,0.088514,3.107119,-0.292872,1275.951050,2224.340820,1308.317871
1029,0,0.450530,0.223713,1.906947,1262.395020,1320.853760,1794.232910,0.074186,3.106795,-0.289016,1275.987183,2224.292969,1308.275146
1030,0,0.450827,0.223653,1.906844,1262.369629,1320.794922,1794.231567,0.080075,3.108802,-0.290263,1276.021606,2224.332031,1308.303589
1031,0,0.449936,0.224756,1.907021,1262.363525,1320.645630,1794.372437,0.075144,3.107664,-0.290129,1276.028442,2224.320801,1308.255371
1032,0,0.450796,0.224031,1.906609,1262.346802,1320.683350,1794.359619,0.087084,3.107133,-0.292697,1275.975830,2224.320312,1308.278687
1033,0,0.450736,0.224752,1.906996,1262.333008,1320.564575,1794.395752,0.083154,3.108758,-0.291375,1276.062378,2224.350830,1308.306274
1034,0,0.451805,0.223765,1.906540,1262.303101,1320.619629,1794.368408,0.087267,3.107522,-0.293030,1275.999023,2224.336670,1308.291016
1035,0,0.451288,0.224787,1.906673,1262.267456,1320.478882,1794.495972,0.101660,3.108417,-0.295592,1275.979004,2224.342285,1308.340820
1036,0,0.451663,0.225050,1.906217,1262.190796,1320.428955,1794.524048,0.091326,3.107840,-0.292734,1276.009888,2224.317383,1308.286865
1037,0,0.451241,0.225014,1.906678,1262.265747,1320.400513,1794.606323,0.092121,3.108118,-0.294524,1275.994873,2224.352539,1308.276367
1038,0,0.451979,0.224629,1.906623,1262.225342,1320.354004,1794.503540,0.081577,3.107500,-0.291233,1276.054077,2224.299316,1308.243164
1039,0,0.452265,0.224708,1.906436,1262.158325,1320.323975,1794.536011,0.094514,3.106932,-0.295336,1275.952148,2224.348877,1308.280884
1040,0,0.451218,0.228356,1.904144,1261.810425,1319.798828,1794.882080,0.102453,3.107316,-0.296140,1275.963257,2224.309082,1308.267334
1041,0,0.450573,0.228369,1.904640,1261.863770,1319.789795,1794.945557,0.105781,3.106779,-0.297336,1275.952026,2224.315430,1308.278564
1042,0,0.450988,0.228428,1.904080,1261.747803,1319.748657,1794.918579,0.098597,3.107078,-0.295573,1275.976807,2224.309082,1308.275635
1043,0,0.450121,0.228334,1.904685,1261.795166,1319.736328,1795.020508,0.096480,3.108455,-0.295271,1276.028076,2224.328613,1308.278442
1044,0,0.450258,0.228408,1.904652,1261.735596,1319.735840,1795.036621,0.078838,3.107468,-0.291678,1276.010132,2224.341064,1308.255859
1045,0,0.450880,0.227731,1.904277,1261.678223,1319.763794,1795.004517,0.086467,3.108438,-0.294215,1276.074585,2224.340576,1308.252319
1046,0,0.450717,0.227721,1.903957,1261.589844,1319.748413,1795.031250,0.101112,3.107443,-0.297143,1275.993286,2224.362549,1308.292969
1047,0,0.450132,0.228021,1.904786,1261.573242,1319.698853,1795.030273,0.105759,3.106936,-0.297711,1275.965820,2224.359619,1308.300903
1048,0,0.450079,0.227762,1.904480,1261.467407,1319.694336,1795.035767,0.093676,3.108075,-0.292493,1276.016357,2224.280762,1308.274292
1049,0,0.451071,0.223866,1.906754,1261.696533,1320.205322,1794.722168,0.098208,3.106642,-0.294422,1275.958008,2224.308594,1308.275635
1050,0,0.450898,0.224972,1.905960,1261.513306,1320.075806,1794.785767,0.096299,3.108108,-0.293595,1275.983154,2224.302734,1308.291138
1051,0,0.451236,0.222579,1.906567,1261.533691,1320.250610,1794.673340,0.086668,3.108651,-0.291797,1276.021973,2224.305176,1308.270508
1052,0,0.451181,0.222153,1.906663,1261.449829,1320.256226,1794.642334,0.089951,3.108047,-0.293110,1276.047363,2224.317627,1308.279175
1053,0,0.460255,0.223768,1.901592,1260.353027,1320.932007,1795.007568,0.101365,3.107838,-0.295723,1275.981323,2224.318115,1308.297363
1054,0,0.457014,0.223971,1.902634,1260.428467,1320.708984,1794.950928,0.091976,3.109329,-0.292817,1276.042847,2224.293701,1308.263550
1055,0,0.457201,0.222252,1.903023,1260.434814,1320.792358,1794.825317,0.099451,3.107963,-0.295189,1275.979614,2224.314941,1308.280762
1056,0,0.456434,0.223220,1.903055,1260.288574,1320.721924,1794.894287,0.089369,3.108907,-0.292937,1276.035522,2224.316650,1308.271606
1057,0,0.456501,0.222847,1.903240,1260.212402,1320.706177,1794.851562,0.098454,3.108526,-0.294195,1275.996826,2224.298096,1308.296875
1058,0,0.457612,0.222154,1.903246,1259.960449,1320.917358,1794.855835,0.104813,3.106935,-0.296619,1275.948486,2224.322754,1308.305786
1059,0,0.455996,0.221869,1.903785,1260.088989,1320.785522,1794.822144,0.094808,3.106852,-0.294204,1275.974854,2224.339844,1308.314331
1060,0,0.455995,0.221693,1.903960,1260.019043,1320.803467,1794.808105,0.093580,3.107770,-0.292893,1275.995361,2224.315674,1308.304443
1061,0,0.455618,0.221507,1.904040,1259.927002,1320.823730,1794.798096,0.108373,3.107047,-0.297488,1275.923950,2224.339844,1308.331787
1062,0,0.455133,0.221672,1.904316,1259.862061,1320.781860,1794.796631,0.099676,3.106314,-0.295462,1275.945435,2224.336182,1308.309814
1063,0,0.456997,0.221625,1.903340,1259.526245,1320.977661,1794.857422,0.090951,3.106922,-0.293001,1275.984009,2224.319336,1308.296143
1064,0,0.456074,0.221523,1.903710,1259.464966,1320.938843,1794.869263,0.100096,3.107702,-0.295710,1275.971558,2224.337402,1308.315918
1065,0,0.455852,0.221440,1.904259,1259.403809,1320.962402,1794.883911,0.104585,3.107161,-0.294803,1275.924438,2224.298828,1308.327881
1066,0,0.456391,0.221255,1.903578,1259.248169,1321.048950,1794.897583,0.102119,3.106428,-0.295015,1275.900391,2224.331055,1308.353760
1067,0,0.455661,0.221004,1.904117,1259.253906,1320.994995,1794.842407,0.099881,3.107632,-0.295052,1275.951660,2224.340820,1308.327515
1068,0,0.456090,0.220844,1.903562,1259.113892,1321.055786,1794.859985,0.091563,3.107335,-0.293831,1275.984985,2224.337158,1308.314697
1069,0,0.456381,0.220932,1.903252,1258.980103,1321.075684,1794.871582,0.079671,3.106897,-0.290877,1275.994507,2224.300537,1308.262085
1070,0,0.455489,0.220988,1.903814,1259.050293,1321.036133,1794.953613,0.095976,3.107913,-0.294833,1275.974243,2224.337402,1308.310547
1071,0,0.453727,0.220503,1.904486,1259.209717,1320.916992,1794.919556,0.091757,3.107240,-0.293219,1275.993408,2224.318848,1308.280396
1072,0,0.454053,0.220484,1.904421,1259.125122,1320.960938,1794.919312,0.092081,3.106668,-0.293750,1275.974243,2224.337891,1308.302979
1073,0,0.453812,0.221075,1.904249,1259.053467,1320.944702,1795.002686,0.097784,3.106265,-0.294370,1275.934570,2224.327881,1308.329102
1074,0,0.453900,0.221197,1.904098,1258.969360,1320.982544,1795.045654,0.078744,3.108326,-0.290595,1275.995239,2224.350098,1308.306152
1075,0,0.454216,0.220771,1.903606,1258.782104,1321.044189,1794.990967,0.084366,3.108742,-0.292131,1276.040039,2224.309570,1308.285522
1076,0,0.454278,0.221273,1.903340,1258.683350,1321.044434,1795.063965,0.087466,3.107096,-0.293092,1275.984741,2224.327637,1308.276123
1077,0,0.454056,0.221441,1.903255,1258.621948,1321.081665,1795.108032,0.093637,3.108632,-0.294486,1276.012695,2224.353271,1308.320923
1078,0,0.454153,0.221587,1.903157,1258.562866,1321.083984,1795.130493,0.089059,3.107426,-0.293488,1275.998047,2224.325684,1308.277100
1079,0,0.452682,0.222076,1.903725,1258.649170,1321.008667,1795.267822,0.104655,3.106724,-0.296802,1275.942993,2224.350098,1308.329712
1080,0,0.452616,0.221985,1.903516,1258.568359,1321.012207,1795.268433,0.102371,3.108023,-0.296171,1275.972534,2224.354736,1308.330811
1081,0,0.452498,0.222058,1.903525,1258.531128,1320.998169,1795.298218,0.104796,3.106397,-0.297625,1275.918701,2224.356201,1308.323853
1082,0,0.452796,0.222052,1.903197,1258.442383,1321.012085,1795.316406,0.085651,3.106390,-0.293527,1275.942871,2224.359131,1308.286011
1083,0,0.452618,0.221724,1.903290,1258.401611,1321.036865,1795.291016,0.083724,3.108639,-0.291397,1276.025757,2224.328613,1308.301270
1084,0,0.452390,0.221821,1.903185,1258.341187,1321.024414,1795.296997,0.090898,3.108081,-0.292377,1276.012329,2224.322754,1308.304199
1085,0,0.452700,0.221859,1.903054,1258.272827,1321.041748,1795.338013,0.100966,3.107602,-0.295997,1275.951782,2224.343994,1308.306274
1086,0,0.452709,0.221794,1.903140,1258.332642,1320.991455,1795.335571,0.106326,3.107378,-0.297334,1275.957031,2224.342529,1308.315430
1087,0,0.453728,0.221600,1.902647,1258.167358,1321.033447,1795.260132,0.107859,3.107574,-0.298702,1275.960205,2224.358154,1308.310425
1088,0,0.454046,0.221691,1.902444,1258.073486,1321.079956,1795.295898,0.100552,3.106957,-0.295467,1275.959229,2224.343018,1308.316040
1089,0,0.453333,0.223154,1.902212,1258.119263,1320.918335,1795.454346,0.096304,3.107062,-0.294786,1275.949463,2224.346680,1308.321655
1090,0,0.453084,0.222044,1.903131,1258.183350,1321.000366,1795.380981,0.100798,3.106391,-0.295996,1275.926392,2224.331543,1308.311401
1091,0,0.453705,0.222225,1.903072,1258.136841,1321.043945,1795.406860,0.101110,3.107966,-0.295651,1275.962280,2224.340332,1308.317749
1092,0,0.453931,0.222361,1.902859,1258.048340,1321.035889,1795.427734,0.100611,3.106652,-0.295739,1275.935669,2224.327881,1308.287354
1093,0,0.453725,0.222320,1.902858,1258.048340,1321.020874,1795.425293,0.106250,3.105731,-0.298736,1275.917358,2224.392822,1308.314697
1094,0,0.454435,0.221997,1.902691,1257.911011,1321.067261,1795.338135,0.102367,3.106798,-0.296763,1275.955933,2224.369629,1308.314819
1095,0,0.453776,0.222178,1.903020,1257.975098,1321.036865,1795.454834,0.096030,3.108321,-0.296185,1276.018677,2224.373535,1308.301758
1096,0,0.447116,0.220641,1.907275,1258.837402,1320.355835,1794.959595,0.092410,3.106095,-0.293395,1275.954102,2224.318604,1308.299561
1097,0,0.446484,0.221324,1.907154,1258.805298,1320.402954,1795.196899,0.094700,3.108167,-0.293025,1276.009277,2224.319092,1308.336182
1098,0,0.446374,0.221515,1.907067,1258.743408,1320.370483,1795.235596,0.083970,3.106124,-0.291477,1275.942505,2224.339844,1308.316406
1099,0,0.446968,0.220911,1.906656,1258.553345,1320.440918,1795.127197,0.079174,3.108417,-0.291374,1276.060059,2224.341797,1308.295654
1100,0,0.446268,0.221215,1.907217,1258.671631,1320.385620,1795.245483,0.093954,3.107383,-0.294543,1275.971436,2224.338867,1308.307739
1101,0,0.447099,0.220645,1.906786,1258.520386,1320.404419,1795.102905,0.084899,3.107874,-0.292496,1276.016357,2224.329346,1308.275879
1102,0,0.445995,0.220920,1.907451,1258.669678,1320.365234,1795.228638,0.093712,3.107477,-0.294661,1275.983765,2224.331787,1308.281494
1103,0,0.447513,0.220445,1.907091,1258.504150,1320.439331,1795.108032,0.081982,3.106905,-0.292605,1276.020630,2224.347656,1308.282471
1104,0,0.446998,0.221186,1.907495,1258.586792,1320.402100,1795.284058,0.085786,3.108391,-0.291885,1276.033691,2224.349121,1308.319458
1105,0,0.447981,0.220881,1.907124,1258.440674,1320.457520,1795.200684,0.101170,3.107821,-0.295901,1275.989746,2224.354248,1308.345825
1106,0,0.448031,0.220496,1.907313,1258.455322,1320.482788,1795.182983,0.105815,3.105153,-0.297847,1275.904175,2224.363037,1308.330322
1107,0,0.447297,0.221330,1.907744,1258.582397,1320.434692,1795.331055,0.090396,3.106159,-0.294383,1275.975952,2224.336914,1308.304321
1108,0,0.447938,0.220923,1.907404,1258.467407,1320.485962,1795.223877,0.088172,3.106714,-0.292977,1275.991089,2224.343750,1308.308716
1109,0,0.447194,0.221342,1.907871,1258.584106,1320.456299,1795.339111,0.092688,3.106991,-0.293788,1275.985840,2224.339355,1308.309448
1110,0,0.448256,0.221259,1.907286,1258.415161,1320.529907,1795.266968,0.097515,3.108001,-0.295487,1275.979492,2224.363770,1308.324585
1111,0,0.448215,0.221108,1.907416,1258.456665,1320.546265,1795.269287,0.103110,3.107707,-0.296887,1275.958130,2224.364502,1308.315430
1112,0,0.448191,0.221286,1.907357,1258.456543,1320.573242,1795.313721,0.096465,3.107816,-0.295114,1275.973022,2224.354736,1308.312134
1113,0,0.448420,0.221358,1.907189,1258.460083,1320.582275,1795.352051,0.104709,3.107530,-0.297307,1275.947144,2224.365723,1308.329712
1114,0,0.447803,0.221873,1.907193,1258.515991,1320.598022,1795.477051,0.101344,3.108066,-0.295464,1275.981201,2224.334229,1308.316528
1115,0,0.449081,0.221616,1.906595,1258.350830,1320.706665,1795.434448,0.098169,3.108058,-0.295610,1275.986938,2224.346191,1308.323120
1116,0,0.448907,0.221960,1.906444,1258.352051,1320.705811,1795.477783,0.091533,3.106848,-0.294116,1275.987305,2224.345947,1308.290405
1117,0,0.448863,0.222412,1.906052,1258.315063,1320.696533,1795.534912,0.087241,3.107490,-0.292876,1276.020264,2224.340820,1308.285156
1118,0,0.449653,0.222167,1.905962,1258.281860,1320.801025,1795.533203,0.085905,3.106733,-0.294055,1276.005981,2224.349365,1308.270508
1119,0,0.449109,0.222603,1.906290,1258.406128,1320.820435,1795.685303,0.097303,3.106801,-0.294972,1275.967041,2224.352051,1308.323120
1120,0,0.449780,0.222501,1.905640,1258.249756,1320.891602,1795.657959,0.090936,3.107112,-0.293903,1276.014404,2224.337158,1308.286743
1121,0,0.450367,0.222487,1.905440,1258.177612,1320.961792,1795.682007,0.090224,3.106233,-0.294498,1275.983887,2224.353516,1308.281860
1122,0,0.450499,0.222834,1.905320,1258.155762,1321.020996,1795.753540,0.109747,3.107105,-0.297953,1275.961182,2224.333984,1308.325562
1123,0,0.449882,0.222914,1.904977,1258.135376,1320.976929,1795.796509,0.103189,3.106666,-0.297154,1275.933838,2224.333496,1308.282715
1124,0,0.450648,0.223061,1.905182,1258.097168,1321.048096,1795.828003,0.095956,3.107355,-0.295095,1275.995972,2224.344238,1308.312256
1125,0,0.450062,0.223167,1.904747,1258.047363,1321.047729,1795.881836,0.110530,3.107060,-0.297826,1275.951416,2224.333252,1308.325684
1126,0,0.450016,0.223349,1.904974,1258.044678,1321.121460,1795.967896,0.108589,3.106520,-0.299448,1275.930420,2224.371582,1308.290405
1127,0,0.450784,0.223204,1.903897,1257.865479,1321.269653,1795.954102,0.108756,3.107584,-0.298135,1275.955566,2224.353516,1308.310547
1128,0,0.450095,0.223111,1.904752,1257.898926,1321.257446,1795.928711,0.103918,3.107621,-0.296508,1275.964966,2224.336914,1308.304077
1129,0,0.459458,0.224369,1.900737,1256.951416,1321.988770,1796.280518,0.102041,3.107440,-0.295569,1275.996216,2224.319092,1308.315674
1130,0,0.456927,0.224005,1.901209,1257.047485,1321.880371,1796.206909,0.095911,3.107819,-0.294980,1276.014160,2224.351807,1308.299316
1131,0,0.459226,0.224027,1.900432,1256.813843,1322.133911,1796.280396,0.096375,3.108103,-0.293993,1276.006592,2224.322266,1308.298218
1132,0,0.459252,0.224258,1.900526,1256.725220,1322.155518,1796.298218,0.085593,3.105945,-0.292545,1275.942505,2224.351807,1308.300415
1133,0,0.458688,0.224086,1.900260,1256.715088,1322.219849,1796.299683,0.083471,3.108079,-0.291702,1276.058594,2224.304199,1308.282471
1134,0,0.458726,0.223908,1.900141,1256.605103,1322.290405,1796.278564,0.099553,3.107643,-0.295650,1275.969238,2224.337891,1308.310791
1135,0,0.458494,0.224024,1.900216,1256.545898,1322.349854,1796.297485,0.108880,3.106872,-0.298107,1275.924438,2224.361084,1308.340088
1136,0,0.455682,0.223462,1.901289,1256.667969,1322.228394,1796.210205,0.099718,3.106029,-0.296622,1275.946655,2224.344727,1308.301636
1137,0,0.458473,0.223897,1.900464,1256.372314,1322.437256,1796.327515,0.097854,3.105959,-0.295171,1275.954224,2224.326660,1308.304199
1138,0,0.458041,0.223560,1.900165,1256.268311,1322.522827,1796.302368,0.108115,3.107635,-0.297984,1275.958862,2224.359131,1308.340576
1139,0,0.455136,0.223291,1.901103,1256.374512,1322.425659,1796.238647,0.107479,3.107430,-0.298454,1275.957153,2224.377686,1308.324585
1140,0,0.453994,0.223099,1.900987,1256.322510,1322.458984,1796.257690,0.102665,3.107815,-0.296786,1275.971802,2224.359619,1308.322876
1141,0,0.452606,0.226355,1.898725,1255.941284,1322.048340,1796.546509,0.089914,3.106877,-0.293340,1275.985840,2224.336914,1308.304199
1142,0,0.455807,0.226358,1.897978,1255.577148,1322.304688,1796.583008,0.089650,3.107534,-0.293039,1276.005493,2224.362305,1308.340576
1143,0,0.453745,0.225783,1.897934,1255.483398,1322.318115,1796.523926,0.090142,3.107281,-0.292170,1275.973511,2224.340088,1308.334106
1144,0,0.453333,0.225536,1.897798,1255.360596,1322.334717,1796.515625,0.088076,3.107307,-0.292995,1275.975708,2224.348389,1308.312012
1145,0,0.453277,0.225570,1.897976,1255.280640,1322.380615,1796.581055,0.083662,3.107795,-0.292107,1275.999512,2224.347168,1308.289185
1146,0,0.452149,0.224682,1.898450,1255.264648,1322.322266,1796.463623,0.076263,3.105067,-0.290281,1275.925659,2224.327148,1308.264526
1147,0,0.451807,0.224425,1.898268,1255.137451,1322.344482,1796.449585,0.081682,3.105522,-0.291307,1275.906860,2224.361328,1308.302734
1148,0,0.450779,0.223847,1.898423,1255.088257,1322.337646,1796.386230,0.083266,3.107293,-0.291659,1275.932861,2224.356201,1308.305420
1149,0,0.452520,0.223460,1.897880,1254.744385,1322.522339,1796.390991,0.084637,3.105720,-0.292719,1275.872192,2224.378174,1308.336426
1150,0,0.451675,0.220104,1.900565,1255.135742,1322.895020,1796.121338,0.063680,3.106909,-0.287054,1275.936035,2224.368164,1308.297729
1151,0,0.451416,0.219921,1.900643,1255.057495,1322.941284,1796.139771,0.073784,3.108163,-0.289202,1275.992432,2224.350098,1308.336304
1152,0,0.451999,0.220031,1.900490,1254.890137,1322.997192,1796.183838,0.075356,3.106338,-0.289191,1275.925049,2224.357178,1308.313599
1153,0,0.437661,0.222113,1.902967,1255.825317,1321.654053,1796.176147,0.082321,3.105204,-0.292587,1275.868164,2224.405518,1308.323486
1154,0,0.439363,0.217655,1.904767,1255.913940,1322.243408,1795.772095,0.076627,3.104483,-0.289747,1275.829590,2224.335205,1308.294922
1155,0,0.439479,0.217964,1.904442,1255.786255,1322.274048,1795.841919,0.084499,3.105353,-0.290000,1275.815308,2224.320068,1308.319458
1156,0,0.439642,0.217461,1.904571,1255.744507,1322.295776,1795.813843,0.077936,3.104885,-0.290755,1275.829590,2224.373535,1308.321167
1157,0,0.439679,0.217339,1.904139,1255.636353,1322.324951,1795.850464,0.077268,3.103705,-0.290846,1275.798096,2224.368164,1308.319946
1158,0,0.440058,0.217344,1.903782,1255.491821,1322.324097,1795.894165,0.087660,3.104779,-0.292197,1275.781372,2224.370850,1308.353149
1159,0,0.440754,0.216740,1.903513,1255.359253,1322.401733,1795.855225,0.084286,3.104007,-0.291686,1275.767822,2224.368896,1308.333618
1160,0,0.440632,0.216896,1.902918,1255.242432,1322.383301,1795.919312,0.081519,3.105176,-0.290506,1275.812988,2224.358643,1308.331421
1161,0,0.441475,0.216357,1.902604,1255.107666,1322.445679,1795.881592,0.081353,3.104692,-0.291335,1275.826416,2224.395264,1308.349365
1162,0,0.441578,0.216190,1.902042,1254.967041,1322.451782,1795.908813,0.086094,3.104038,-0.291449,1275.785034,2224.364258,1308.341919
1163,0,0.441590,0.216940,1.900988,1254.734741,1322.411743,1795.950195,0.073774,3.103647,-0.288532,1275.812256,2224.330078,1308.305908
1164,0,0.442194,0.215711,1.900732,1254.597778,1322.614258,1795.930298,0.087483,3.104463,-0.291461,1275.769409,2224.342773,1308.354980
1165,0,0.441682,0.215356,1.900221,1254.494263,1322.646118,1795.916992,0.063841,3.103693,-0.288057,1275.787598,2224.388184,1308.348267
1166,0,0.442066,0.215193,1.899216,1254.318481,1322.680786,1795.905518,0.063630,3.105844,-0.286277,1275.890503,2224.353027,1308.331665
1167,0,0.441089,0.216357,1.897855,1254.051758,1322.578247,1795.993896,0.076862,3.104163,-0.289190,1275.793457,2224.328125,1308.320557
1168,0,0.441241,0.214704,1.897619,1253.903687,1322.802124,1795.911621,0.081369,3.104573,-0.290827,1275.781494,2224.369385,1308.336548
1169,0,0.440737,0.214489,1.896916,1253.726196,1322.795044,1795.937744,0.072366,3.104375,-0.289418,1275.796753,2224.366211,1308.312622
1170,0,0.440302,0.214255,1.896118,1253.551392,1322.833862,1795.972900,0.072311,3.103935,-0.288025,1275.786011,2224.357666,1308.334595
