#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1761339767269683712,0.81674,-0.93568,2.16016,0.546697,-0.704289,0.418177,-0.173861,-0.000342623,0.000224902,-8.24515e-05,0.024706,0.105483,0.00609553,2.15354,-0.294825,0.86722
1761339767279683584,0.816737,-0.935678,2.16016,0.546702,-0.704278,0.418185,-0.173869,-0.000375429,0.000189066,-0.000138232,0.024706,0.105483,0.00609554,2.15354,-0.294824,0.867219
1761339767289683456,0.816734,-0.935675,2.16016,0.546696,-0.704285,0.418182,-0.173867,-0.000412056,0.000152824,-0.000192227,0.024706,0.105483,0.00609554,2.15354,-0.294822,0.867219
1761339767299683584,0.816731,-0.935673,2.16016,0.546684,-0.70429,0.418188,-0.173871,-0.000303079,0.000210131,-0.000162531,0.0247061,0.105483,0.00609555,2.15354,-0.294821,0.867218
1761339767309683456,0.81673,-0.935671,2.16016,0.546675,-0.704293,0.418193,-0.173876,-0.000153106,0.000289525,-8.31821e-05,0.0247061,0.105483,0.00609556,2.15354,-0.29482,0.867217
1761339767319683584,0.816729,-0.935667,2.16016,0.546679,-0.70429,0.418193,-0.173874,-0.000117217,0.000267245,4.43042e-05,0.0247061,0.105483,0.00609557,2.15354,-0.294819,0.867217
1761339767329683456,0.816728,-0.935665,2.16016,0.546683,-0.704281,0.418203,-0.173875,-0.000177238,0.000158195,0.000213544,0.0247062,0.105484,0.00609558,2.15354,-0.294817,0.867216
1761339767339683584,0.816727,-0.935664,2.16016,0.546692,-0.704277,0.418199,-0.17387,-0.000271366,2.90487e-05,0.000359021,0.0247062,0.105484,0.00609559,2.15354,-0.294816,0.867215
1761339767349683456,0.816725,-0.935663,2.16016,0.546691,-0.704285,0.41819,-0.173867,-0.000315304,-6.79082e-06,0.000307074,0.0247063,0.105484,0.0060956,2.15354,-0.294815,0.867214
1761339767359683584,0.816722,-0.935663,2.16016,0.546685,-0.704285,0.418195,-0.173871,-0.000356895,-4.04161e-05,0.000257372,0.0247063,0.105484,0.0060956,2.15354,-0.294814,0.867214
1761339767369683456,0.816719,-0.935663,2.16016,0.546692,-0.704285,0.418185,-0.17387,-0.000397072,-7.35855e-05,0.000207818,0.0247063,0.105484,0.00609561,2.15354,-0.294812,0.867213
1761339767379683584,0.816716,-0.935664,2.16017,0.546682,-0.704293,0.418186,-0.173867,-0.000342493,-2.23723e-05,0.000114808,0.0247064,0.105484,0.00609562,2.15353,-0.294811,0.867212
1761339767389683456,0.816713,-0.935663,2.16017,0.546682,-0.704296,0.418182,-0.173865,-0.000285315,2.82113e-05,2.00626e-05,0.0247064,0.105484,0.00609563,2.15353,-0.29481,0.867211
1761339767399683584,0.81671,-0.935663,2.16017,0.546678,-0.704291,0.418194,-0.173872,-0.000449351,-0.000125128,2.38695e-05,0.0247064,0.105484,0.00609564,2.15353,-0.294809,0.86721
1761339767409683456,0.816706,-0.935665,2.16017,0.546677,-0.704286,0.4182,-0.173879,-0.000465199,-0.000186626,0.000109254,0.0247065,0.105485,0.00609565,2.15353,-0.294808,0.86721
1761339767419683584,0.816702,-0.935667,2.16017,0.546694,-0.704279,0.418191,-0.173877,-0.000392025,-0.000180317,0.00019345,0.0247065,0.105485,0.00609566,2.15353,-0.294806,0.867209
1761339767429683456,0.8167,-0.935668,2.16017,0.546695,-0.704279,0.418181,-0.173899,-0.000264778,-7.74679e-05,7.67103e-05,0.0247066,0.105485,0.00609567,2.15353,-0.294805,0.867208
1761339767439683328,0.816698,-0.935668,2.16017,0.546695,-0.704272,0.418187,-0.173912,-0.000143181,1.05665e-05,1.88857e-06,0.0247066,0.105485,0.00609568,2.15353,-0.294804,0.867207
1761339767449683456,0.816698,-0.935667,2.16017,0.546682,-0.704274,0.418197,-0.173922,-6.52403e-05,5.87584e-06,0.000131515,0.0247066,0.105485,0.00609569,2.15353,-0.294803,0.867206
1761339767459683328,0.816698,-0.935668,2.16017,0.546684,-0.704277,0.418192,-0.173912,-4.78759e-05,-0.00019203,0.00015617,0.0247067,0.105485,0.0060957,2.15353,-0.294802,0.867205
1761339767469683456,0.816697,-0.935671,2.16017,0.546677,-0.70428,0.418201,-0.1739,-3.19793e-05,-0.000423245,0.000108338,0.0247067,0.105486,0.00609571,2.15353,-0.2948,0.867204
1761339767479683328,0.816698,-0.935674,2.16017,0.54669,-0.704271,0.418197,-0.173906,0.000122714,-0.000311674,-1.08886e-05,0.0247068,0.105486,0.00609572,2.15353,-0.294799,0.867203
1761339767489683456,0.8167,-0.935677,2.16017,0.546691,-0.704271,0.4182,-0.173896,0.000100275,-0.00036128,-5.54456e-05,0.0247068,0.105486,0.00609573,2.15353,-0.294798,0.867202
1761339767499683328,0.816701,-0.935681,2.16017,0.546697,-0.704272,0.41819,-0.173898,7.5465e-06,-0.000477882,-7.05155e-05,0.0247068,0.105486,0.00609574,2.15353,-0.294797,0.867201
1761339767509683456,0.816701,-0.935686,2.16016,0.546696,-0.704281,0.418181,-0.173885,3.04055e-05,-0.000490345,-0.000138725,0.0247069,0.105486,0.00609575,2.15353,-0.294796,0.8672
1761339767519683328,0.816702,-0.935691,2.16016,0.546691,-0.704281,0.418184,-0.173895,1.5336e-05,-0.000496234,-0.000192188,0.0247069,0.105486,0.00609576,2.15353,-0.294795,0.867199
1761339767529683456,0.816702,-0.935695,2.16016,0.546685,-0.704279,0.418192,-0.173902,-0.000212124,-0.000474001,-0.000161446,0.024707,0.105486,0.00609577,2.15353,-0.294794,0.867198
1761339767539683328,0.816699,-0.9357,2.16016,0.546685,-0.704274,0.4182,-0.173904,-0.000353876,-0.000369191,-0.000170113,0.024707,0.105487,0.00609578,2.15353,-0.294793,0.867197
1761339767549683456,0.816695,-0.935702,2.16016,0.546688,-0.704272,0.418197,-0.173909,-0.000417456,-0.000240898,-0.000180242,0.0247071,0.105487,0.00609579,2.15353,-0.294791,0.867196
1761339767559683328,0.816692,-0.935705,2.16015,0.546689,-0.704262,0.418208,-0.17392,-0.000323345,-0.000235759,-7.46309e-05,0.0247071,0.105487,0.00609581,2.15353,-0.29479,0.867195
1761339767569683200,0.81669,-0.935707,2.16015,0.546692,-0.704258,0.418211,-0.173918,-0.000230653,-0.000231854,2.93594e-05,0.0247071,0.105487,0.00609582,2.15353,-0.294789,0.867194
1761339767579683328,0.816688,-0.935709,2.16015,0.546698,-0.704265,0.418196,-0.17391,-0.000139679,-0.000227895,0.000130929,0.0247072,0.105487,0.00609583,2.15353,-0.294788,0.867193
1761339767589683200,0.816688,-0.935711,2.16015,0.546695,-0.704263,0.418203,-0.173907,-5.28689e-05,-0.000224005,0.00022967,0.0247072,0.105487,0.00609584,2.15353,-0.294787,0.867192
1761339767599683328,0.816688,-0.935713,2.16016,0.546683,-0.704266,0.418217,-0.173902,2.24823e-05,-0.000221964,0.000300605,0.0247073,0.105488,0.00609585,2.15353,-0.294786,0.86719
1761339767609683200,0.816689,-0.935715,2.16016,0.546674,-0.704267,0.418221,-0.173917,3.05094e-05,-0.000227526,0.00021662,0.0247073,0.105488,0.00609586,2.15352,-0.294785,0.867189
1761339767619683328,0.81669,-0.935717,2.16016,0.546684,-0.704262,0.418223,-0.173899,3.38558e-05,-0.000233543,0.000130275,0.0247074,0.105488,0.00609587,2.15352,-0.294784,0.867188
1761339767629683200,0.816691,-0.935719,2.16016,0.546698,-0.704267,0.418199,-0.173891,3.37653e-05,-0.000240051,4.4405e-05,0.0247074,0.105488,0.00609589,2.15352,-0.294783,0.867187
1761339767639683328,0.816691,-0.935722,2.16016,0.546694,-0.704266,0.418202,-0.173903,2.70957e-05,-0.00024423,-4.14532e-05,0.0247075,0.105488,0.0060959,2.15352,-0.294782,0.867186
1761339767649683200,0.816692,-0.935724,2.16016,0.546706,-0.704266,0.418187,-0.173901,-9.48246e-05,-0.000218488,5.19801e-05,0.0247075,0.105489,0.00609591,2.15352,-0.294781,0.867185
